"Lake","ATS Year","Date","Sounder Type","#Transects","#Targets","#Trawls","Surface Trawls","Trawl Time (min)","#Fish","#Sockeye","#Stickleback","Others"
"Vernon Lake","1992",1992-08-12,NA,NA,NA,3,0,0,229,229,0,0
"Vernon Lake","1993",1993-11-19,"SIMRAD               ",4,1219,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1994",1994-10-05,"SIMRAD               ",4,773,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1995",1995-08-13,"SIMRAD               ",7,518,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1996",1997-03-04,"SIMRAD               ",4,2410,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","1997",1998-02-06,"BIOSONICS G12        ",4,2282,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2000",2000-06-27,"SIMRAD               ",4,1320,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2000",2000-06-28,"SIMRAD               ",4,1416,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2000",2000-08-06,"SIMRAD               ",4,780,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2000",2000-09-22,"SIMRAD               ",4,1314,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2000",2000-09-23,"SIMRAD               ",4,1089,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2000",2000-12-13,"SIMRAD               ",4,2021,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2001",2001-07-09,"SIMRAD               ",4,951,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2001",2001-08-29,"SIMRAD               ",4,823,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2001",2001-10-23,"SIMRAD               ",4,1525,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2001",2001-12-13,"SIMRAD               ",4,2338,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-06-19,"SIMRAD               ",7,1312,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-07-10,"SIMRAD               ",7,2108,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-07-29,"SIMRAD               ",7,2010,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-08-17,"SIMRAD               ",7,1982,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-09-11,"SIMRAD               ",7,1532,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-09-22,"SIMRAD               ",7,1675,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2002",2002-10-21,"SIMRAD               ",7,1844,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2003",2003-06-22,"SIMRAD               ",7,1556,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2003",2003-10-29,"SIMRAD               ",7,3535,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2003",2003-12-10,"SIMRAD               ",7,4300,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2004",2004-08-17,"SIMRAD               ",7,3661,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2004",2004-09-19,"SIMRAD               ",7,3272,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2004",2004-10-20,"SIMRAD               ",7,4018,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2005",2005-09-19,"SIMRAD               ",7,2446,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2005",2005-10-04,"SIMRAD               ",7,1837,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2005",2005-11-01,"SIMRAD               ",7,6742,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2005",2005-12-12,"SIMRAD               ",7,5073,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2006",2006-06-28,"SIMRAD               ",7,2477,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2006",2006-08-22,"SIMRAD               ",7,3225,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2006",2006-11-05,"SIMRAD               ",7,6442,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2007",2007-08-19,"SIMRAD               ",7,4440,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2007",2007-10-21,"SIMRAD               ",7,4304,NA,NA,NA,NA,NA,NA,NA
"Vernon Lake","2007",2007-12-12,"SIMRAD               ",7,7273,NA,NA,NA,NA,NA,NA,NA
"Village Bay_2005","2004",2005-01-25,"SIMRAD               ",10,1049,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1978",1978-11-22,"FURUNO FM 22         ",5,1008,7,1,127,67,67,0,0
"Woss Lake","1979",1979-11-08,"FURUNO FM 22         ",5,892,4,0,120,29,27,2,0
"Woss Lake","1979",1979-11-09,NA,NA,NA,1,0,30,12,12,0,0
"Woss Lake","1980",1980-11-06,"FURUNO FM 22         ",5,1236,5,0,150,29,29,0,0
"Woss Lake","1981",1981-08-08,"FURUNO FM 22         ",5,2529,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1981",1981-08-15,NA,NA,NA,5,1,70,133,132,0,1
"Woss Lake","1981",1981-09-17,"FURUNO FM 22         ",5,3116,1,0,25,14,14,0,0
"Woss Lake","1981",1981-09-18,NA,NA,NA,4,0,70,51,51,0,0
"Woss Lake","1982",1982-08-19,"FURUNO FM 22         ",5,6114,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1982",1982-08-20,NA,NA,NA,3,0,50,302,302,0,0
"Woss Lake","1982",1982-11-29,"FURUNO               ",5,8257,5,1,100.4,40,39,1,0
"Woss Lake","1983",1983-07-20,"FURUNO FM 22         ",5,1715,4,0,55,119,119,0,0
"Woss Lake","1983",1983-08-21,NA,NA,NA,4,1,75,40,39,1,0
"Woss Lake","1983",1983-08-22,"FURUNO FM 22         ",5,2510,1,0,20,14,14,0,0
"Woss Lake","1983",1983-11-09,"FURUNO FM 22         ",5,1571,5,0,95,78,76,2,0
"Woss Lake","1984",1984-08-21,"FURUNO FM 22         ",5,4487,3,0,52,69,69,0,0
"Woss Lake","1984",1984-08-22,NA,NA,NA,1,1,15,3,3,0,0
"Woss Lake","1984",1984-11-07,"SIMRAD               ",5,3519,6,0,90,51,50,1,0
"Woss Lake","1985",1985-11-09,"SIMRAD               ",5,9504,8,1,120,88,75,13,0
"Woss Lake","1985",1985-11-10,"FURUNO FM 22         ",5,2720,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1986",1986-07-26,"SIMRAD               ",5,3097,3,0,45,176,173,3,0
"Woss Lake","1986",1986-07-27,"FURUNO FM 22         ",5,1449,4,2,60,25,22,3,0
"Woss Lake","1987",1987-07-15,"SIMRAD               ",5,1491,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1987",1987-07-16,NA,NA,NA,5,0,0,66,66,0,0
"Woss Lake","1988",1988-07-13,"SIMRAD               ",5,3677,1,0,0,55,55,0,0
"Woss Lake","1988",1988-07-14,NA,NA,NA,6,2,0,199,187,12,0
"Woss Lake","1989",1989-04-24,"SIMRAD               ",5,8967,3,1,0,273,221,52,0
"Woss Lake","1989",1989-04-25,NA,NA,NA,7,3,0,574,522,52,0
"Woss Lake","1989",1989-08-06,NA,NA,NA,3,1,0,69,54,15,0
"Woss Lake","1989",1989-08-07,"SIMRAD               ",5,3851,6,2,0,211,149,62,0
"Woss Lake","1990",1990-08-23,"SIMRAD               ",5,4715,3,1,0,74,70,4,0
"Woss Lake","1990",1990-08-24,NA,NA,NA,8,3,0,132,116,16,0
"Woss Lake","1991",1992-03-13,"SIMRAD               ",5,2512,5,0,0,30,30,0,0
"Woss Lake","1992",1992-08-12,"SIMRAD               ",5,11687,4,1,0,484,484,0,0
"Woss Lake","1992",1992-08-13,NA,NA,NA,2,0,0,222,222,0,0
"Woss Lake","1993",1993-11-18,"SIMRAD               ",5,3919,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1993",1993-11-19,"SIMRAD               ",5,4906,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1994",1994-10-06,"SIMRAD               ",5,5737,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1995",1995-08-12,"SIMRAD               ",14,2494,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1996",1997-03-03,"SIMRAD               ",5,3716,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","1997",1998-02-05,"SIMRAD               ",5,2805,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2000",2000-06-26,"SIMRAD               ",5,811,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2000",2000-06-27,"SIMRAD               ",5,372,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2000",2000-08-07,"SIMRAD               ",5,1002,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2000",2000-09-21,"SIMRAD               ",5,1162,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2000",2000-10-18,"SIMRAD               ",5,1504,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2000",2000-12-12,"SIMRAD               ",5,2128,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2001",2001-07-10,"SIMRAD               ",5,450,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2001",2001-08-06,"SIMRAD               ",5,834,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2001",2001-09-03,"SIMRAD               ",5,1196,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2001",2001-10-24,"SIMRAD               ",5,1178,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2001",2001-12-12,"SIMRAD               ",5,810,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2001",2002-02-20,"SIMRAD               ",5,1499,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-06-20,"SIMRAD               ",14,685,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-07-11,"SIMRAD               ",14,1144,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-07-30,"SIMRAD               ",14,1118,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-08-18,"SIMRAD               ",14,1067,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-09-12,"SIMRAD               ",14,1968,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-09-23,"SIMRAD               ",14,1584,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2002-10-22,"SIMRAD               ",14,2013,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2002",2003-03-05,"SIMRAD               ",14,916,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2003",2003-06-23,"SIMRAD               ",14,1296,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2003",2003-09-16,"SIMRAD               ",14,1030,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2003",2003-11-04,"SIMRAD               ",14,4068,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2003",2003-12-17,"SIMRAD               ",14,3675,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2004",2004-06-16,"SIMRAD               ",14,1468,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2004",2004-08-18,"SIMRAD               ",14,2327,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2004",2004-09-20,"SIMRAD               ",14,1940,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2004",2004-10-19,"SIMRAD               ",14,1996,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2005",2005-09-18,"SIMRAD               ",14,4397,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2005",2005-10-05,"SIMRAD               ",14,2034,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2005",2005-11-02,"SIMRAD               ",14,6096,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2005",2005-12-14,"SIMRAD               ",14,8492,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2006",2006-07-03,"SIMRAD               ",14,1874,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2006",2006-08-23,"SIMRAD               ",14,3311,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2006",2006-11-02,"SIMRAD               ",14,5381,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2007",2007-06-23,"SIMRAD               ",14,1879,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2007",2007-08-21,"SIMRAD               ",14,110,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2007",2007-12-11,"SIMRAD               ",14,5990,NA,NA,NA,NA,NA,NA,NA
"Woss Lake","2007",2008-01-31,"SIMRAD               ",14,6010,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1982",1982-10-02,"FURUNO FM 22         ",12,2077,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1982",1982-10-03,NA,NA,NA,5,1,90.3,118,19,99,0
"Yakoun Lake","1983",1983-09-03,"FURUNO FM 22         ",12,1832,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1983",1983-09-10,"FURUNO FM 22         ",12,2543,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1983",1983-09-11,NA,NA,NA,1,1,10,3,0,3,0
"Yakoun Lake","1983",1983-09-12,NA,NA,NA,4,0,65,109,9,100,0
"Yakoun Lake","1984",1984-09-09,"FURUNO FM 22         ",12,2616,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1984",1984-09-10,NA,NA,NA,10,3,150,246,79,167,0
"Yakoun Lake","1984",1984-09-11,NA,NA,NA,1,0,15,32,0,32,0
"Yakoun Lake","1985",1985-09-01,"FURUNO FM 22         ",12,4836,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1985",1985-09-02,NA,NA,NA,12,3,180,485,144,341,0
"Yakoun Lake","1986",1986-08-12,"SIMRAD               ",12,11025,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1986",1986-08-13,"FURUNO FM 22         ",12,5451,10,3,145,139,110,29,0
"Yakoun Lake","1986",1986-08-14,NA,NA,NA,2,0,30,7,0,7,0
"Yakoun Lake","1987",1987-07-31,"SIMRAD               ",12,4302,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1987",1987-08-01,NA,NA,NA,6,3,0,356,270,86,0
"Yakoun Lake","1987",1987-08-02,NA,NA,NA,5,2,0,388,368,20,0
"Yakoun Lake","1988",1988-08-03,"SIMRAD               ",12,3602,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1988",1988-08-04,NA,NA,NA,5,0,0,153,149,3,1
"Yakoun Lake","1988",1988-08-05,NA,NA,NA,6,2,0,93,87,5,1
"Yakoun Lake","1989",1989-05-11,"SIMRAD               ",12,4832,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1989",1989-05-12,NA,NA,NA,10,1,0,931,919,1,11
"Yakoun Lake","1989",1989-05-13,NA,NA,NA,7,1,0,291,287,0,4
"Yakoun Lake","1989",1989-08-14,"SIMRAD               ",12,10099,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1990",1990-08-17,"SIMRAD               ",12,2747,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1990",1990-08-18,NA,NA,NA,2,0,0,18,18,0,0
"Yakoun Lake","1990",1990-08-19,NA,NA,NA,13,0,0,122,122,0,0
"Yakoun Lake","1991",1991-10-25,"SIMRAD               ",12,1134,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1991",1991-10-26,NA,NA,NA,6,0,0,21,21,0,0
"Yakoun Lake","1992",1992-08-02,"SIMRAD               ",12,1918,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1992",1992-08-04,NA,NA,NA,2,0,0,5,5,0,0
"Yakoun Lake","1993",1993-08-23,"SIMRAD               ",12,3698,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1994",1994-08-04,"SIMRAD               ",12,2263,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1994",1994-08-31,"SIMRAD               ",12,925,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1995",1995-08-14,"SIMRAD               ",12,3459,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1995",1995-08-18,"SIMRAD               ",12,2761,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1995",1995-09-03,"SIMRAD               ",12,4319,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1996",1996-07-25,"SIMRAD               ",12,1029,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1996",1996-08-12,"SIMRAD               ",12,1154,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1996",1996-09-14,"SIMRAD               ",12,1111,3,0,0,40,40,0,0
"Yakoun Lake","1997",1997-09-15,"SIMRAD               ",12,1926,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1997",1997-09-17,NA,NA,NA,4,0,16,29,28,1,0
"Yakoun Lake","1998",1998-08-15,"SIMRAD               ",12,46,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1998",1998-09-16,"SIMRAD               ",12,3133,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","1999",1999-11-26,"SIMRAD               ",12,1339,NA,NA,NA,NA,NA,NA,NA
"Yakoun Lake","2003",2003-09-08,"SIMRAD               ",12,1028,NA,NA,NA,NA,NA,NA,NA
