"Lake","ATS Year","Date","Sounder Type","#Transects","#Targets","#Trawls","Surface Trawls","Trawl Time (min)","#Fish","#Sockeye","#Stickleback","Others"
"Long Lake","1994",1995-03-26,NA,NA,NA,1,1,0,4,2,2,0
"Long Lake","1995",1995-08-30,NA,NA,NA,10,4,0,862,449,413,0
"Long Lake","1995",1995-09-01,NA,NA,NA,2,0,0,83,3,80,0
"Long Lake","1995",1995-09-02,NA,NA,NA,9,2,0,153,66,87,0
"Long Lake","1996",1996-08-16,NA,NA,NA,8,3,0,267,42,225,0
"Long Lake","1996",1996-08-17,NA,NA,NA,8,1,0,143,14,129,0
"Long Lake","1997",1997-08-28,NA,NA,NA,17,4,0,495,219,276,0
"Long Lake (A)","1977",1978-02-15,"FURUNO               ",9,3899,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1978",1979-03-21,"FURUNO               ",9,8413,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1979",1979-08-27,"FURUNO FM22          ",9,3982,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1980",1980-08-14,"FURUNO FM22          ",9,3131,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1980",1980-10-22,"FURUNO FM 22         ",9,878,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1980",1981-02-26,"FURUNO FM22          ",9,1901,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1981",1981-08-25,"FURUNO FM 22         ",9,463,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1981",1981-09-25,"FURUNO FM22          ",9,1031,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1982",1982-07-24,"FURUNO FM 22         ",9,528,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1982",1982-08-15,"FURUNO FM 22         ",9,966,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1982",1982-11-24,"FURUNO FM 22         ",9,6097,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1983",1983-06-03,"FURUNO FM 22         ",9,583,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1983",1983-07-18,"FURUNO FM 22         ",9,731,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1983",1983-08-24,"FURUNO FM 22         ",9,2465,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1983",1983-11-15,"FURUNO FM 22         ",9,5295,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1984",1984-09-13,"FURUNO FM 22         ",9,1573,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1984",1984-11-10,"FURUNO FM 22         ",9,1949,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1985",1985-09-11,"SIMRAD               ",9,9229,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1985",1985-09-12,"FURUNO FM 22         ",9,3057,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1985",1986-02-10,"SIMRAD               ",9,21391,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1986",1986-07-29,"SIMRAD               ",9,5194,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1986",1986-07-30,"FURUNO FM 22         ",9,2127,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1986",1986-11-08,"SIMRAD               ",9,11532,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1986",1986-11-09,"FURUNO FM 22         ",9,6167,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1987",1987-07-18,"SIMRAD               ",9,9268,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1987",1987-09-08,"SIMRAD               ",9,11557,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1988",1988-09-13,"SIMRAD               ",9,9006,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1989",1989-06-24,"SIMRAD               ",9,4424,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1989",1989-09-15,"SIMRAD               ",9,18039,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1989",1990-03-01,"SIMRAD               ",9,29685,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1990",1990-06-22,"SIMRAD               ",9,8184,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1990",1990-06-23,NA,NA,NA,4,1,0,253,3,250,0
"Long Lake (A)","1990",1990-06-24,NA,NA,NA,2,1,0,16,0,16,0
"Long Lake (A)","1990",1990-09-12,"SIMRAD               ",9,10009,3,0,0,126,38,88,0
"Long Lake (A)","1990",1990-09-13,NA,NA,NA,7,1,0,403,61,342,0
"Long Lake (A)","1990",1990-09-14,NA,NA,NA,2,1,0,4,1,3,0
"Long Lake (A)","1990",1991-03-10,NA,NA,NA,3,1,0,98,46,52,0
"Long Lake (A)","1990",1991-03-11,"SIMRAD               ",9,18576,4,0,0,125,23,102,0
"Long Lake (A)","1991",1992-03-04,"SIMRAD               ",9,14046,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1992",1992-07-13,"SIMRAD               ",9,16646,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1992",1992-10-12,"SIMRAD               ",9,17349,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1993",1993-07-23,"SIMRAD               ",9,6113,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1993",1994-03-08,"SIMRAD               ",9,13486,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1994",1995-03-23,"SIMRAD               ",9,17666,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1995",1995-08-31,"SIMRAD               ",9,6479,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1996",1996-08-15,"SIMRAD               ",9,5772,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1997",1997-08-27,"SIMRAD               ",9,6860,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1997",1997-08-28,NA,NA,NA,2,1,0,20,0,20,0
"Long Lake (A)","1997",1998-02-02,"SIMRAD               ",9,7810,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1998",1998-09-21,"SIMRAD               ",9,7739,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1998",1998-09-24,NA,NA,NA,3,0,0,161,120,41,0
"Long Lake (A)","1999",1999-09-06,"SIMRAD               ",9,11951,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","1999",1999-09-07,NA,NA,NA,6,1,0,315,288,27,0
"Long Lake (A)","1999",1999-09-08,NA,NA,NA,2,0,0,94,92,2,0
"Long Lake (A)","2000",2000-09-15,"SIMRAD               ",9,4434,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2001",2001-11-16,"SIMRAD               ",9,2765,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2001",2002-02-12,"SIMRAD               ",9,6896,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2002",2003-02-12,"SIMRAD               ",9,9021,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2003",2003-11-25,"SIMRAD               ",9,5884,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2005",2005-12-07,"SIMRAD               ",9,3247,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2006",2007-02-20,"SIMRAD               ",9,5401,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2007",2007-11-08,"SIMRAD               ",9,5530,NA,NA,NA,NA,NA,NA,NA
"Long Lake (A)","2007",2008-02-23,"SIMRAD               ",9,10825,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1977",1978-02-16,"FURUNO               ",7,7750,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1978",1978-08-23,"FURUNO FM 22         ",7,7895,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1978",1979-03-22,"FURUNO               ",7,16321,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1979",1979-08-28,"FURUNO FM22          ",7,7472,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1980",1980-08-15,"FURUNO FM22          ",7,4741,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1980",1980-10-23,"FURUNO FM 22         ",7,2100,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1980",1981-02-27,"FURUNO FM22          ",7,7265,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1981",1981-08-26,"FURUNO FM 22         ",7,1829,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1981",1981-09-26,"FURUNO FM22          ",7,2388,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1982",1982-07-26,"FURUNO FM 22         ",7,817,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1982",1982-08-16,"FURUNO FM 22         ",7,2151,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1982",1982-11-26,"FURUNO FM 22         ",7,7464,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1983",1983-06-04,"FURUNO FM 22         ",7,1996,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1983",1983-07-19,"FURUNO FM 22         ",7,1803,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1983",1983-08-25,"FURUNO FM 22         ",7,6060,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1983",1983-11-15,"FURUNO FM 22         ",7,9908,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1984",1984-09-14,"FURUNO FM 22         ",7,1986,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1984",1984-11-11,"FURUNO FM 22         ",7,2615,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1985",1985-09-11,"SIMRAD               ",7,12212,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1985",1985-09-12,"FURUNO FM 22         ",7,6960,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1985",1986-02-11,"FURUNO FM 22         ",7,9349,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1986",1986-07-29,"SIMRAD               ",7,7952,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1986",1986-07-30,"FURUNO FM 22         ",7,4020,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1986",1986-11-08,"SIMRAD               ",7,14802,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1986",1986-11-09,"FURUNO FM 22         ",7,8496,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1987",1987-07-17,"SIMRAD               ",7,11997,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1987",1987-09-09,"SIMRAD               ",7,17315,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1988",1988-09-13,"SIMRAD               ",7,12005,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1989",1989-06-24,"SIMRAD               ",7,10668,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1989",1989-09-15,"SIMRAD               ",7,24933,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1989",1990-03-01,"SIMRAD               ",7,50192,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1990",1990-06-22,NA,NA,NA,2,1,0,217,4,213,0
"Long Lake (B)","1990",1990-06-23,NA,NA,NA,1,1,0,6,1,5,0
"Long Lake (B)","1990",1990-09-13,"SIMRAD               ",7,14163,4,1,0,520,12,508,0
"Long Lake (B)","1990",1990-09-14,NA,NA,NA,5,0,0,303,158,145,0
"Long Lake (B)","1990",1991-03-11,"SIMRAD               ",7,24859,5,1,0,355,5,350,0
"Long Lake (B)","1990",1991-03-12,NA,NA,NA,3,0,0,248,24,224,0
"Long Lake (B)","1991",1992-03-04,"SIMRAD               ",7,29585,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1992",1992-07-13,"SIMRAD               ",7,18492,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1992",1992-10-12,"SIMRAD               ",7,13493,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1993",1993-07-23,"SIMRAD               ",7,8616,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1993",1994-03-08,"SIMRAD               ",7,24898,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1994",1995-03-23,"SIMRAD               ",7,27066,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1995",1995-08-30,"SIMRAD               ",7,10477,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1996",1996-08-15,"SIMRAD               ",7,5183,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1997",1997-08-27,"SIMRAD               ",7,5894,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1997",1998-02-02,"SIMRAD               ",7,12701,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1998",1998-09-21,"SIMRAD               ",7,12621,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1998",1998-09-22,NA,NA,NA,1,0,0,8,0,8,0
"Long Lake (B)","1998",1998-09-23,NA,NA,NA,5,0,0,302,262,40,0
"Long Lake (B)","1998",1998-09-24,NA,NA,NA,2,0,0,88,77,11,0
"Long Lake (B)","1999",1999-09-06,"SIMRAD               ",7,6799,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","1999",1999-09-08,NA,NA,NA,3,1,0,586,462,124,0
"Long Lake (B)","2000",2000-09-15,"SIMRAD               ",7,5859,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2001",2001-11-16,"SIMRAD               ",7,3655,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2001",2002-02-12,"SIMRAD               ",7,11055,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2002",2002-10-15,"SIMRAD               ",7,10147,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2002",2003-02-12,"SIMRAD               ",7,15390,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2003",2003-11-25,"SIMRAD               ",7,9947,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2005",2005-12-07,"SIMRAD               ",7,6747,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2006",2007-02-20,"SIMRAD               ",7,8049,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2007",2007-11-08,"SIMRAD               ",7,5637,NA,NA,NA,NA,NA,NA,NA
"Long Lake (B)","2007",2008-02-23,"SIMRAD               ",7,8322,NA,NA,NA,NA,NA,NA,NA
"Lowe Lake","1978",1978-09-20,"FURUNO FM 22         ",4,206,4,0,120,7,6,0,1
"Lowe Lake","1979",1979-07-14,NA,NA,NA,1,0,30,76,76,0,0
"Lowe Lake","1979",1979-07-22,"FURUNO FE 501        ",4,997,NA,NA,NA,NA,NA,NA,NA
"Lowe Lake","1979",1979-07-23,NA,NA,NA,3,0,90,453,453,0,0
"Lowe Lake","1979",1979-10-13,"FURUNO FM 22         ",4,866,3,0,90,193,193,0,0
"Lowe Lake","1979",1979-10-14,NA,NA,NA,1,0,30,76,76,0,0
"Lowe Lake","1980",1980-09-18,"FURUNO FM 22         ",4,228,3,0,90,5,4,0,1
"Lowe Lake","1980",1980-09-19,NA,NA,NA,2,0,60,5,5,0,0
"Lowe Lake","1981",1981-10-14,"FURUNO FM 22         ",4,477,4,1,90,16,13,1,2
"Lowe Lake","1981",1981-10-15,NA,NA,NA,1,1,25,10,9,0,1
"Lowe Lake","1982",1982-10-20,"FURUNO FM 22         ",4,204,5,1,95,15,8,0,7
"Lowe Lake","1983",1983-09-05,"FURUNO FM 22         ",4,1274,5,1,80,120,120,0,0
"Lowe Lake","1984",1984-08-31,"FURUNO FM 22         ",4,343,2,0,30,8,8,0,0
"Lowe Lake","1985",1985-09-07,"SIMRAD               ",4,1027,3,0,45,27,27,0,0
"Lowe Lake","1985",1985-09-08,NA,NA,NA,2,0,30,30,30,0,0
"Maggie Lake","1988",1988-07-06,"SIMRAD               ",6,270,1,0,0,1,1,0,0
"Maggie Lake","1988",1988-08-17,"SIMRAD               ",6,375,NA,NA,NA,NA,NA,NA,NA
"Maggie Lake","1988",1988-08-18,NA,NA,NA,5,0,0,21,20,1,0
"Mathers Lake","1984",1984-09-04,"FURUNO FM 22         ",4,390,1,0,15,28,27,1,0
"Mathers Lake","1984",1984-09-05,NA,NA,NA,4,0,60,39,13,26,0
"Mathers Lake","1985",1985-09-03,"SIMRAD               ",4,485,3,0,45,28,3,25,0
"Mathers Lake","1985",1985-09-04,NA,NA,NA,5,2,75,26,20,6,0
"Mathers Lake","1993",1993-08-28,"SIMRAD               ",4,444,1,0,0,11,1,10,0
"Mathers Lake","1993",1993-08-29,NA,NA,NA,2,0,0,75,22,53,0
"Megin Lake","1984",1984-07-26,NA,NA,NA,1,0,15,16,12,4,0
"Megin Lake","1984",1984-10-26,"FURUNO FM 22         ",6,638,2,0,30,11,5,6,0
"Megin Lake","1984",1984-10-27,NA,NA,NA,3,0,45,9,5,4,0
"Megin Lake","1985",1985-08-24,"SIMRAD               ",6,3051,NA,NA,NA,NA,NA,NA,NA
"Megin Lake","1985",1985-08-26,NA,NA,NA,5,0,65,57,44,13,0
"Megin Lake","1987",1987-11-28,"SIMRAD               ",6,1679,NA,NA,NA,NA,NA,NA,NA
"Megin Lake","1987",1987-11-29,NA,NA,NA,7,0,0,29,5,21,3
"Megin Lake","1993",1994-03-11,"SIMRAD               ",6,1865,6,1,0,44,15,29,0
"Megin Lake","1994",1994-10-03,"SIMRAD               ",6,3469,NA,NA,NA,NA,NA,NA,NA
"Megin Lake","1994",1995-03-27,"SIMRAD               ",6,2870,NA,NA,NA,NA,NA,NA,NA
"Megin Lake","1995",1995-10-15,"SIMRAD               ",6,2033,6,2,0,50,43,6,1
"Megin Lake","1995",1996-03-19,NA,NA,NA,1,0,0,6,6,0,0
"Megin Lake","1995",1996-03-20,"SIMRAD               ",6,2047,5,0,0,28,12,16,0
"Mercer Lake","1979",1979-08-01,NA,NA,NA,1,0,30,461,393,68,0
"Mercer Lake","1979",1979-08-02,NA,NA,NA,1,0,15,164,143,21,0
"Mercer Lake","1980",1980-07-26,"FURUNO FM 22         ",6,965,NA,NA,NA,NA,NA,NA,NA
"Mercer Lake","1980",1980-07-27,NA,NA,NA,3,0,85,376,156,220,0
"Mercer Lake","1981",1981-10-09,"FURUNO FM 22         ",6,293,5,0,120,269,191,78,0
"Mercer Lake","1982",1983-02-02,"FURUNO FM 22         ",6,585,3,1,50,447,83,364,0
"Mercer Lake","1983",1983-08-31,"FURUNO FM 22         ",6,621,5,1,60,193,147,46,0
"Mercer Lake","1984",1984-09-05,"FURUNO FM 22         ",6,934,4,3,60,152,107,45,0
"Mercer Lake","1984",1984-09-06,NA,NA,NA,7,0,105,990,840,150,0
"Mercer Lake","1986",1986-08-14,"SIMRAD               ",6,2089,1,1,15,3,0,3,0
"Mercer Lake","1986",1986-08-15,NA,NA,NA,9,1,135,260,117,143,0
"Meziadin Lake","1978",1978-06-23,NA,NA,NA,3,0,90,71,71,0,0
"Meziadin Lake","1978",1978-06-24,NA,NA,NA,2,0,60,126,126,0,0
"Meziadin Lake","1978",1978-10-11,NA,NA,NA,5,0,142,245,245,0,0
"Meziadin Lake","1991",1991-08-30,NA,NA,NA,2,1,0,10,10,0,0
"Meziadin Lake","1991",1991-08-31,"SIMRAD               ",6,3410,3,0,0,80,80,0,0
"Meziadin Lake","1992",1992-09-08,NA,NA,NA,7,2,0,169,169,0,0
"Meziadin Lake","1993",1993-06-15,NA,NA,NA,6,1,0,203,203,0,0
"Meziadin Lake","1993",1993-07-10,NA,NA,NA,6,1,0,320,320,0,0
"Meziadin Lake","1993",1993-08-09,NA,NA,NA,4,1,0,298,298,0,0
"Meziadin Lake","1993",1993-09-22,NA,NA,NA,10,4,0,210,209,0,1
"Morice Lake","1978",1978-07-24,NA,NA,NA,4,0,120,4,1,0,3
"Morice Lake","1978",1978-07-25,NA,NA,NA,1,0,30,1,0,0,1
"Morrison Lake","1995",1995-09-29,"SIMRAD               ",7,666,8,1,0,44,39,0,5
"Muchalat Lake","1983",1983-11-06,"FURUNO FM 22         ",5,1682,5,1,75,78,78,0,0
"Muchalat Lake","1984",1984-10-25,"FURUNO FM 22         ",5,2479,4,1,60,35,35,0,0
"Muchalat Lake","1984",1984-10-26,NA,NA,NA,2,0,30,113,113,0,0
"Muchalat Lake","1985",1985-08-22,"FURUNO FM 22         ",5,1671,NA,NA,NA,NA,NA,NA,NA
"Muchalat Lake","1985",1985-08-23,NA,NA,NA,3,0,45,72,72,0,0
"Muchalat Lake","1986",1986-11-06,"SIMRAD               ",5,2333,5,0,75,25,25,0,0
"Muchalat Lake","1986",1986-11-07,"FURUNO FM 22         ",5,1150,NA,NA,NA,NA,NA,NA,NA
"Muchalat Lake","1987",1987-07-13,"SIMRAD               ",5,1196,3,0,0,240,240,0,0
"Muchalat Lake","1988",1988-07-11,NA,NA,NA,2,0,0,227,226,1,0
"Muchalat Lake","1988",1988-07-12,NA,NA,NA,2,0,0,10,10,0,0
"Muchalat Lake","1993",1993-11-30,"SIMRAD               ",5,2202,4,0,0,178,178,0,0
"Muchalat Lake","1994",1994-10-02,"SIMRAD               ",5,4952,NA,NA,NA,NA,NA,NA,NA
"Muchalat Lake","1994",1995-02-10,"SIMRAD               ",5,2021,8,2,0,106,106,0,0
"Muchalat Lake","1995",1995-08-14,"SIMRAD               ",5,2474,NA,NA,NA,NA,NA,NA,NA
"Muchalat Lake","1995",1995-08-15,"SIMRAD               ",5,1764,4,0,0,280,280,0,0
"Muchalat Lake","1995",1996-03-13,"SIMRAD               ",5,486,9,1,0,75,75,0,0
"Muriel Lake","1982",1983-03-09,"SIMRAD               ",10,310,4,0,55.1,23,19,0,4
"Muriel Lake","1983",1983-06-21,"FURUNO FM 22         ",10,224,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1983",1983-06-22,NA,NA,NA,3,1,60,76,68,8,0
"Muriel Lake","1983",1983-09-01,"SIMRAD               ",10,641,3,1,30,9,8,0,1
"Muriel Lake","1983",1983-11-04,"FURUNO FM 22         ",10,898,6,1,62,67,33,33,1
"Muriel Lake","1984",1984-06-27,"FURUNO FM 22         ",10,293,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1984",1984-06-28,NA,NA,NA,9,1,81,166,165,1,0
"Muriel Lake","1984",1984-11-20,"FURUNO FM 22         ",10,781,7,1,104,105,4,101,0
"Muriel Lake","1985",1985-06-26,"SIMRAD               ",10,1163,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1985",1985-06-27,NA,NA,NA,9,3,135,24,18,6,0
"Muriel Lake","1985",1985-06-28,NA,NA,NA,3,0,45,21,21,0,0
"Muriel Lake","1985",1985-09-16,"SIMRAD               ",10,1676,1,1,15,1,0,1,0
"Muriel Lake","1985",1985-09-17,NA,NA,NA,8,0,120,229,214,15,0
"Muriel Lake","1985",1985-11-06,"SIMRAD               ",10,1521,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1985",1985-11-07,NA,NA,NA,9,2,136,77,45,32,0
"Muriel Lake","1985",1986-01-20,NA,NA,NA,1,0,15,3,3,0,0
"Muriel Lake","1985",1986-01-21,"SIMRAD               ",10,2164,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1985",1986-01-22,"SIMRAD               ",10,98,7,0,104,46,32,14,0
"Muriel Lake","1986",1986-07-24,"SIMRAD               ",10,936,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1986",1986-07-26,NA,NA,NA,11,3,165,35,27,8,0
"Muriel Lake","1986",1986-08-20,"SIMRAD               ",10,1100,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1986",1986-08-22,NA,NA,NA,7,2,105,20,17,3,0
"Muriel Lake","1986",1986-10-27,"SIMRAD               ",10,1769,2,0,30,4,4,0,0
"Muriel Lake","1986",1986-10-28,NA,NA,NA,6,0,90,26,13,13,0
"Muriel Lake","1986",1986-11-03,"SIMRAD               ",10,783,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1986",1986-11-04,"SIMRAD               ",10,1383,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1986",1986-11-05,"SIMRAD               ",10,621,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1986",1987-03-11,NA,NA,NA,3,0,0,27,16,11,0
"Muriel Lake","1986",1987-03-12,NA,NA,NA,4,0,0,33,33,0,0
"Muriel Lake","1986",1987-03-28,NA,NA,NA,1,1,0,10,0,0,10
"Muriel Lake","1986",1987-03-31,NA,NA,NA,1,1,0,9,0,0,9
"Muriel Lake","1987",1987-04-24,"SIMRAD               ",10,580,1,0,0,7,7,0,0
"Muriel Lake","1987",1987-04-25,NA,NA,NA,3,1,0,16,15,0,1
"Muriel Lake","1987",1987-06-27,"SIMRAD               ",10,405,1,0,0,5,5,0,0
"Muriel Lake","1987",1987-06-28,NA,NA,NA,2,0,0,9,9,0,0
"Muriel Lake","1987",1987-08-17,"SIMRAD               ",10,669,2,1,0,6,3,3,0
"Muriel Lake","1987",1987-08-18,NA,NA,NA,4,0,0,16,14,2,0
"Muriel Lake","1987",1987-10-20,"SIMRAD               ",10,1460,4,0,0,31,0,31,0
"Muriel Lake","1987",1987-10-21,NA,NA,NA,1,1,0,1,1,0,0
"Muriel Lake","1987",1987-11-11,"SIMRAD               ",10,1549,5,0,0,14,9,5,0
"Muriel Lake","1987",1987-11-12,NA,NA,NA,8,0,0,37,33,4,0
"Muriel Lake","1987",1987-11-13,NA,NA,NA,1,0,0,19,0,19,0
"Muriel Lake","1987",1988-03-03,"SIMRAD               ",10,707,5,0,0,16,11,5,0
"Muriel Lake","1987",1988-03-04,NA,NA,NA,9,0,0,25,21,4,0
"Muriel Lake","1988",1988-05-28,NA,NA,NA,3,0,0,10,10,0,0
"Muriel Lake","1988",1988-05-29,"SIMRAD               ",10,420,9,2,0,58,57,1,0
"Muriel Lake","1988",1988-07-17,"SIMRAD               ",10,577,1,0,0,29,29,0,0
"Muriel Lake","1988",1988-07-18,NA,NA,NA,5,2,0,48,44,3,1
"Muriel Lake","1988",1988-10-26,"SIMRAD               ",10,2112,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1988",1988-10-27,NA,NA,NA,10,0,0,60,42,18,0
"Muriel Lake","1988",1988-10-28,NA,NA,NA,9,1,0,63,58,5,0
"Muriel Lake","1988",1989-02-22,"SIMRAD               ",10,1789,6,0,0,74,64,9,1
"Muriel Lake","1988",1989-02-23,NA,NA,NA,8,0,0,110,98,12,0
"Muriel Lake","1989",1989-05-31,"SIMRAD               ",10,798,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1989",1989-06-01,NA,NA,NA,10,2,0,117,99,16,2
"Muriel Lake","1989",1989-09-26,"SIMRAD               ",10,717,3,0,0,33,33,0,0
"Muriel Lake","1989",1989-09-27,"SIMRAD               ",10,714,4,1,0,33,28,4,1
"Muriel Lake","1989",1990-02-18,NA,NA,NA,4,0,0,11,6,3,2
"Muriel Lake","1989",1990-02-19,"SIMRAD               ",10,2539,3,0,0,14,13,1,0
"Muriel Lake","1990",1990-04-26,"SIMRAD               ",10,683,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1990",1990-05-26,NA,NA,NA,6,1,0,24,22,1,1
"Muriel Lake","1990",1990-07-21,NA,NA,NA,1,1,0,5,0,5,0
"Muriel Lake","1990",1990-07-22,NA,NA,NA,2,0,0,5,4,1,0
"Muriel Lake","1990",1990-09-10,"SIMRAD               ",10,460,3,1,0,18,3,11,4
"Muriel Lake","1990",1990-09-11,NA,NA,NA,1,0,0,4,4,0,0
"Muriel Lake","1990",1991-02-19,NA,NA,NA,1,0,0,4,3,1,0
"Muriel Lake","1995",1995-07-17,"SIMRAD               ",10,386,NA,NA,NA,NA,NA,NA,NA
