"Lake","Code","Latitude","Longitude","Transect","Depth Min (m)","Depth Max (m)","Length (m)","Area (ha)"
"Takla Lake",65,"55° 23' N","125° 50' W",1,40,50,151,20402
"Takla Lake",65,"55° 23' N","125° 50' W",1,50,60,0,18770
"Takla Lake",65,"55° 23' N","125° 50' W",2,2,5,1189,26999
"Takla Lake",65,"55° 23' N","125° 50' W",2,3,5,1189,26999
"Takla Lake",65,"55° 23' N","125° 50' W",2,5,10,991,26240
"Takla Lake",65,"55° 23' N","125° 50' W",2,10,15,927,25481
"Takla Lake",65,"55° 23' N","125° 50' W",2,15,20,884,24723
"Takla Lake",65,"55° 23' N","125° 50' W",2,20,30,832,23585
"Takla Lake",65,"55° 23' N","125° 50' W",2,30,40,694,21900
"Takla Lake",65,"55° 23' N","125° 50' W",2,40,50,507,20402
"Takla Lake",65,"55° 23' N","125° 50' W",2,50,60,357,18770
"Takla Lake",65,"55° 23' N","125° 50' W",3,2,5,2377,26999
"Takla Lake",65,"55° 23' N","125° 50' W",3,3,5,2377,26999
"Takla Lake",65,"55° 23' N","125° 50' W",3,5,10,2356,26240
"Takla Lake",65,"55° 23' N","125° 50' W",3,10,15,2330,25481
"Takla Lake",65,"55° 23' N","125° 50' W",3,15,20,2310,24723
"Takla Lake",65,"55° 23' N","125° 50' W",3,20,30,2274,23585
"Takla Lake",65,"55° 23' N","125° 50' W",3,30,40,2225,21900
"Takla Lake",65,"55° 23' N","125° 50' W",3,40,50,2183,20402
"Takla Lake",65,"55° 23' N","125° 50' W",3,50,60,2121,18770
"Takla Lake",65,"55° 23' N","125° 50' W",4,2,5,2057,26999
"Takla Lake",65,"55° 23' N","125° 50' W",4,3,5,2057,26999
"Takla Lake",65,"55° 23' N","125° 50' W",4,5,10,1939,26240
"Takla Lake",65,"55° 23' N","125° 50' W",4,10,15,1908,25481
"Takla Lake",65,"55° 23' N","125° 50' W",4,15,20,1886,24723
"Takla Lake",65,"55° 23' N","125° 50' W",4,20,30,1844,23585
"Takla Lake",65,"55° 23' N","125° 50' W",4,30,40,1794,21900
"Takla Lake",65,"55° 23' N","125° 50' W",4,40,50,1733,20402
"Takla Lake",65,"55° 23' N","125° 50' W",4,50,60,1653,18770
"Takla Lake",65,"55° 23' N","125° 50' W",5,2,5,1417,26999
"Takla Lake",65,"55° 23' N","125° 50' W",5,3,5,1417,26999
"Takla Lake",65,"55° 23' N","125° 50' W",5,5,10,1382,26240
"Takla Lake",65,"55° 23' N","125° 50' W",5,10,15,1359,25481
"Takla Lake",65,"55° 23' N","125° 50' W",5,15,20,1317,24723
"Takla Lake",65,"55° 23' N","125° 50' W",5,20,30,1177,23585
"Takla Lake",65,"55° 23' N","125° 50' W",5,30,40,1031,21900
"Takla Lake",65,"55° 23' N","125° 50' W",5,40,50,939,20402
"Takla Lake",65,"55° 23' N","125° 50' W",5,50,60,866,18770
"Takla Lake",65,"55° 23' N","125° 50' W",6,2,5,732,26999
"Takla Lake",65,"55° 23' N","125° 50' W",6,3,5,732,26999
"Takla Lake",65,"55° 23' N","125° 50' W",6,5,10,695,26240
"Takla Lake",65,"55° 23' N","125° 50' W",6,10,15,673,25481
"Takla Lake",65,"55° 23' N","125° 50' W",6,15,20,651,24723
"Takla Lake",65,"55° 23' N","125° 50' W",6,20,30,624,23585
"Takla Lake",65,"55° 23' N","125° 50' W",6,30,40,574,21900
"Takla Lake",65,"55° 23' N","125° 50' W",6,40,50,309,20402
"Takla Lake",65,"55° 23' N","125° 50' W",6,50,60,0,18770
"Takla Lake",65,"55° 23' N","125° 50' W",7,2,5,1737,26999
"Takla Lake",65,"55° 23' N","125° 50' W",7,3,5,1737,26999
"Takla Lake",65,"55° 23' N","125° 50' W",7,5,10,1663,26240
"Takla Lake",65,"55° 23' N","125° 50' W",7,10,15,1634,25481
"Takla Lake",65,"55° 23' N","125° 50' W",7,15,20,1606,24723
"Takla Lake",65,"55° 23' N","125° 50' W",7,20,30,1555,23585
"Takla Lake",65,"55° 23' N","125° 50' W",7,30,40,1469,21900
"Takla Lake",65,"55° 23' N","125° 50' W",7,40,50,1289,20402
"Takla Lake",65,"55° 23' N","125° 50' W",7,50,60,1139,18770
"Takla Lake",65,"55° 23' N","125° 50' W",8,2,5,2423,26999
"Takla Lake",65,"55° 23' N","125° 50' W",8,3,5,2423,26999
"Takla Lake",65,"55° 23' N","125° 50' W",8,5,10,2375,26240
"Takla Lake",65,"55° 23' N","125° 50' W",8,10,15,2334,25481
"Takla Lake",65,"55° 23' N","125° 50' W",8,15,20,2299,24723
"Takla Lake",65,"55° 23' N","125° 50' W",8,20,30,2237,23585
"Takla Lake",65,"55° 23' N","125° 50' W",8,30,40,2148,21900
"Takla Lake",65,"55° 23' N","125° 50' W",8,40,50,2065,20402
"Takla Lake",65,"55° 23' N","125° 50' W",8,50,60,1962,18770
"Takla Lake",65,"55° 23' N","125° 50' W",9,2,5,2240,26999
"Takla Lake",65,"55° 23' N","125° 50' W",9,3,5,2240,26999
"Takla Lake",65,"55° 23' N","125° 50' W",9,5,10,2210,26240
"Takla Lake",65,"55° 23' N","125° 50' W",9,10,15,2170,25481
"Takla Lake",65,"55° 23' N","125° 50' W",9,15,20,2131,24723
"Takla Lake",65,"55° 23' N","125° 50' W",9,20,30,2087,23585
"Takla Lake",65,"55° 23' N","125° 50' W",9,30,40,2027,21900
"Takla Lake",65,"55° 23' N","125° 50' W",9,40,50,1973,20402
"Takla Lake",65,"55° 23' N","125° 50' W",9,50,60,1919,18770
"Takla Lake",65,"55° 23' N","125° 50' W",10,2,5,2423,26999
"Takla Lake",65,"55° 23' N","125° 50' W",10,3,5,2423,26999
"Takla Lake",65,"55° 23' N","125° 50' W",10,5,10,2420,26240
"Takla Lake",65,"55° 23' N","125° 50' W",10,10,15,2413,25481
"Takla Lake",65,"55° 23' N","125° 50' W",10,15,20,2392,24723
"Takla Lake",65,"55° 23' N","125° 50' W",10,20,30,2350,23585
"Takla Lake",65,"55° 23' N","125° 50' W",10,30,40,2258,21900
"Takla Lake",65,"55° 23' N","125° 50' W",10,40,50,2196,20402
"Takla Lake",65,"55° 23' N","125° 50' W",10,50,60,2155,18770
"Takla Lake",65,"55° 23' N","125° 50' W",11,2,5,2652,26999
"Takla Lake",65,"55° 23' N","125° 50' W",11,3,5,2652,26999
"Takla Lake",65,"55° 23' N","125° 50' W",11,5,10,2587,26240
"Takla Lake",65,"55° 23' N","125° 50' W",11,10,15,2561,25481
"Takla Lake",65,"55° 23' N","125° 50' W",11,15,20,2527,24723
"Takla Lake",65,"55° 23' N","125° 50' W",11,20,30,2498,23585
"Takla Lake",65,"55° 23' N","125° 50' W",11,30,40,2461,21900
"Takla Lake",65,"55° 23' N","125° 50' W",11,40,50,2413,20402
"Takla Lake",65,"55° 23' N","125° 50' W",11,50,60,2356,18770
"Takla Lake",65,"55° 23' N","125° 50' W",12,2,5,1509,26999
"Takla Lake",65,"55° 23' N","125° 50' W",12,3,5,1509,26999
"Takla Lake",65,"55° 23' N","125° 50' W",12,5,10,1490,26240
"Takla Lake",65,"55° 23' N","125° 50' W",12,10,15,1479,25481
"Takla Lake",65,"55° 23' N","125° 50' W",12,15,20,1469,24723
"Takla Lake",65,"55° 23' N","125° 50' W",12,20,30,1430,23585
"Takla Lake",65,"55° 23' N","125° 50' W",12,30,40,1359,21900
"Takla Lake",65,"55° 23' N","125° 50' W",12,40,50,1309,20402
"Takla Lake",65,"55° 23' N","125° 50' W",12,50,60,1279,18770
"Takla Lake",65,"55° 23' N","125° 50' W",13,2,5,2972,26999
"Takla Lake",65,"55° 23' N","125° 50' W",13,3,5,2972,26999
"Takla Lake",65,"55° 23' N","125° 50' W",13,5,10,2882,26240
"Takla Lake",65,"55° 23' N","125° 50' W",13,10,15,2847,25481
"Takla Lake",65,"55° 23' N","125° 50' W",13,15,20,2780,24723
"Takla Lake",65,"55° 23' N","125° 50' W",13,20,30,2624,23585
"Takla Lake",65,"55° 23' N","125° 50' W",13,30,40,2232,21900
"Takla Lake",65,"55° 23' N","125° 50' W",13,40,50,1801,20402
"Takla Lake",65,"55° 23' N","125° 50' W",13,50,60,1723,18770
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,2,5,911,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,3,5,911,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,5,10,898,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,10,15,887,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,15,20,865,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,20,30,825,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,30,40,781,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,40,50,744,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",1,50,60,704,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,2,5,483,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,3,5,483,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,5,10,458,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,10,15,435,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,15,20,413,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,20,30,382,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,30,40,337,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,40,50,301,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",2,50,60,247,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,2,5,1357,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,3,5,1357,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,5,10,1305,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,10,15,1260,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,15,20,1094,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,20,30,935,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,30,40,779,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,40,50,731,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",3,50,60,649,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,2,5,1034,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,3,5,1034,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,5,10,1001,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,10,15,965,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,15,20,934,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,20,30,889,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,30,40,772,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,40,50,710,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",4,50,60,657,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,2,5,994,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,3,5,994,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,5,10,961,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,10,15,941,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,15,20,919,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,20,30,886,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,30,40,830,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,40,50,780,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",5,50,60,735,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,2,5,1035,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,3,5,1035,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,5,10,1015,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,10,15,989,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,15,20,965,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,20,30,914,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,30,40,854,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,40,50,761,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",6,50,60,642,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,2,5,701,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,3,5,701,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,5,10,678,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,10,15,646,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,15,20,609,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,20,30,532,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,30,40,310,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,40,50,0,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",7,50,60,0,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,2,5,1000,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,3,5,1000,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,5,10,987,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,10,15,962,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,15,20,927,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,20,30,877,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,30,40,826,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,40,50,774,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",8,50,60,774,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,2,5,1300,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,3,5,1300,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,5,10,1256,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,10,15,1194,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,15,20,1125,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,20,30,1013,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,30,40,625,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,40,50,533,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",9,50,60,533,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,2,5,700,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,3,5,700,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,5,10,700,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,10,15,688,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,15,20,649,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,20,30,590,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,30,40,497,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,40,50,469,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",10,50,60,469,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,2,5,1100,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,3,5,1100,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,5,10,1100,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,10,15,999,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,15,20,896,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,20,30,808,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,30,40,742,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,40,50,668,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",11,50,60,668,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,2,5,810,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,3,5,810,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,5,10,810,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,10,15,769,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,15,20,739,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,20,30,714,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,30,40,619,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,40,50,531,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",12,50,60,531,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,2,5,780,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,3,5,780,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,5,10,755,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,10,15,684,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,15,20,640,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,20,30,502,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,30,40,374,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,40,50,308,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",13,50,60,308,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,2,5,2830,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,3,5,2811,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,5,10,2801,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,10,15,2792,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,15,20,2706,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,20,30,2624,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,30,40,2467,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,40,50,2433,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",14,50,60,2342,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,2,5,2680,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,3,5,2604,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,5,10,2528,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,10,15,2375,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,15,20,2299,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,20,30,2139,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,30,40,1972,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,40,50,1827,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",15,50,60,1705,813
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,2,5,2660,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,3,5,2660,1622
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,5,10,2501,1508
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,10,15,2451,1410
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,15,20,2392,1326
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,20,30,2287,1198
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,30,40,2103,1048
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,40,50,2034,927
"Tatsamenie Lake",66,"58° 20' N","132° 20' W",16,50,60,1929,813
"Trapper Lake",67,"58° 28' N","132° 38' W",1,2,5,849,542
"Trapper Lake",67,"58° 28' N","132° 38' W",1,3,5,849,542
"Trapper Lake",67,"58° 28' N","132° 38' W",1,5,10,835,513
"Trapper Lake",67,"58° 28' N","132° 38' W",1,10,15,823,490
"Trapper Lake",67,"58° 28' N","132° 38' W",1,15,20,818,472
"Trapper Lake",67,"58° 28' N","132° 38' W",1,20,30,797,445
"Trapper Lake",67,"58° 28' N","132° 38' W",1,30,40,763,410
"Trapper Lake",67,"58° 28' N","132° 38' W",1,40,50,751,374
"Trapper Lake",67,"58° 28' N","132° 38' W",1,50,60,720,312
"Trapper Lake",67,"58° 28' N","132° 38' W",2,2,5,827,542
"Trapper Lake",67,"58° 28' N","132° 38' W",2,3,5,827,542
"Trapper Lake",67,"58° 28' N","132° 38' W",2,5,10,815,513
"Trapper Lake",67,"58° 28' N","132° 38' W",2,10,15,800,490
"Trapper Lake",67,"58° 28' N","132° 38' W",2,15,20,779,472
"Trapper Lake",67,"58° 28' N","132° 38' W",2,20,30,761,445
"Trapper Lake",67,"58° 28' N","132° 38' W",2,30,40,731,410
"Trapper Lake",67,"58° 28' N","132° 38' W",2,40,50,704,374
"Trapper Lake",67,"58° 28' N","132° 38' W",2,50,60,774,312
"Trapper Lake",67,"58° 28' N","132° 38' W",3,2,5,476,542
"Trapper Lake",67,"58° 28' N","132° 38' W",3,3,5,476,542
"Trapper Lake",67,"58° 28' N","132° 38' W",3,5,10,465,513
"Trapper Lake",67,"58° 28' N","132° 38' W",3,10,15,460,490
"Trapper Lake",67,"58° 28' N","132° 38' W",3,15,20,454,472
"Trapper Lake",67,"58° 28' N","132° 38' W",3,20,30,439,445
"Trapper Lake",67,"58° 28' N","132° 38' W",3,30,40,423,410
"Trapper Lake",67,"58° 28' N","132° 38' W",3,40,50,396,374
"Trapper Lake",67,"58° 28' N","132° 38' W",3,50,60,383,312
"Trapper Lake",67,"58° 28' N","132° 38' W",4,2,5,1637,542
"Trapper Lake",67,"58° 28' N","132° 38' W",4,3,5,1637,542
"Trapper Lake",67,"58° 28' N","132° 38' W",4,5,10,1617,513
"Trapper Lake",67,"58° 28' N","132° 38' W",4,10,15,1599,490
"Trapper Lake",67,"58° 28' N","132° 38' W",4,15,20,1568,472
"Trapper Lake",67,"58° 28' N","132° 38' W",4,20,30,1462,445
"Trapper Lake",67,"58° 28' N","132° 38' W",4,30,40,1410,410
"Trapper Lake",67,"58° 28' N","132° 38' W",4,40,50,1286,374
"Trapper Lake",67,"58° 28' N","132° 38' W",4,50,60,1111,312
"Trapper Lake",67,"58° 28' N","132° 38' W",5,2,5,628,542
"Trapper Lake",67,"58° 28' N","132° 38' W",5,3,5,628,542
"Trapper Lake",67,"58° 28' N","132° 38' W",5,5,10,607,513
"Trapper Lake",67,"58° 28' N","132° 38' W",5,10,15,586,490
"Trapper Lake",67,"58° 28' N","132° 38' W",5,15,20,565,472
"Trapper Lake",67,"58° 28' N","132° 38' W",5,20,30,527,445
"Trapper Lake",67,"58° 28' N","132° 38' W",5,30,40,485,410
"Trapper Lake",67,"58° 28' N","132° 38' W",5,40,50,412,374
"Trapper Lake",67,"58° 28' N","132° 38' W",5,50,60,0,312
"Tuya Lake",175,"59° 05' N","130° 34' W",1,2,5,1511,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",1,3,5,1511,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",1,5,10,1485,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",1,10,15,1448,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",1,15,20,1375,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",1,20,30,1110,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",1,30,40,0,603
"Tuya Lake",175,"59° 05' N","130° 34' W",1,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",2,2,5,2191,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",2,3,5,2191,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",2,5,10,2007,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",2,10,15,1882,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",2,15,20,1639,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",2,20,30,1112,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",2,30,40,857,603
"Tuya Lake",175,"59° 05' N","130° 34' W",2,40,50,364,155
"Tuya Lake",175,"59° 05' N","130° 34' W",3,2,5,3105,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",3,3,5,3105,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",3,5,10,3019,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",3,10,15,2865,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",3,15,20,2730,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",3,20,30,2341,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",3,30,40,1724,603
"Tuya Lake",175,"59° 05' N","130° 34' W",3,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",4,2,5,2251,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",4,3,5,2251,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",4,5,10,2181,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",4,10,15,1919,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",4,15,20,1809,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",4,20,30,1279,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",4,30,40,189,603
"Tuya Lake",175,"59° 05' N","130° 34' W",4,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",5,2,5,2647,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",5,3,5,2647,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",5,5,10,2365,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",5,10,15,2162,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",5,15,20,1976,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",5,20,30,0,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",5,30,40,0,603
"Tuya Lake",175,"59° 05' N","130° 34' W",5,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",6,2,5,873,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",6,3,5,873,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",6,5,10,198,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",6,10,15,0,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",6,15,20,0,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",6,20,30,0,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",6,30,40,0,603
"Tuya Lake",175,"59° 05' N","130° 34' W",6,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",7,2,5,1214,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",7,3,5,1214,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",7,5,10,1173,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",7,10,15,1119,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",7,15,20,1066,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",7,20,30,933,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",7,30,40,0,603
"Tuya Lake",175,"59° 05' N","130° 34' W",7,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",8,2,5,1215,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",8,3,5,1215,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",8,5,10,1118,2615
"Tuya Lake",175,"59° 05' N","130° 34' W",8,10,15,909,2353
"Tuya Lake",175,"59° 05' N","130° 34' W",8,15,20,849,9097
"Tuya Lake",175,"59° 05' N","130° 34' W",8,20,30,300,1450
"Tuya Lake",175,"59° 05' N","130° 34' W",8,30,40,0,603
"Tuya Lake",175,"59° 05' N","130° 34' W",8,40,50,0,155
"Tuya Lake",175,"59° 05' N","130° 34' W",9,2,5,1779,2948
"Tuya Lake",175,"59° 05' N","130° 34' W",9,3,5,1779,2948
